created_at,user.screen_name,user.name,favorite_count,retweet_count,legislator_state,keyword,label_drew,label_taegyoon,label_final,agreement
Thu May 07 15:20:45 +0000 2020,JoeDanielsen17,Joe Danielsen,0,0,New_Jersey,questions,0,0,0,1
Tue Dec 10 16:04:10 +0000 2019,Zenzinger_AtoZ,Rachel Zenzinger,0,1,Colorado,questions,0,0,0,1
Fri Feb 27 17:08:22 +0000 2015,KarleeMacer,Karlee Macer,0,8,Indiana,questions,0,0,0,1
Mon Sep 05 05:04:46 +0000 2011,johnfrey,John Frey,0,0,Connecticut,questions,0,0,0,1
Sun Mar 15 01:49:51 +0000 2020,RobinComey,Robin Comey,0,0,Connecticut,questions,0,0,0,1
Fri Apr 10 14:26:13 +0000 2020,205JackWilliams,Jack Williams,0,9,Alabama,questions,0,0,0,1
Wed Apr 29 15:21:02 +0000 2020,Book4Senate,Lauren Book,0,2,Florida,questions,0,0,0,1
Mon May 11 19:36:40 +0000 2020,ltgovmcnally,Randy McNally,0,15,Tennessee,questions,0,0,0,1
Wed Jan 31 13:47:24 +0000 2018,_RyanWinkler,Ryan Winkler,9,1,Minnesota,records,0,0,0,1
Mon Jul 27 15:01:48 +0000 2020,Annette_Taddeo,Annette Taddeo (She/Her/Ella),8,6,Florida,records,0,0,0,1
Fri Sep 11 20:10:29 +0000 2020,BRVermont,Barbara Rachelson,2,0,Vermont,records,0,0,0,1
Sat Jun 23 14:35:48 +0000 2018,RepMcClinton,Joanna McClinton,4,3,Pennsylvania,records,0,0,0,1
Sat Jan 04 18:35:06 +0000 2020,JackieCinMHT,"Rep. Jackie Chretien, PhD",6,1,New_Hampshire,records,0,0,0,1
Wed May 29 22:59:15 +0000 2019,SenatorSheehan,Senator Sheehan,0,4,Rhode_Island,records,0,0,0,1
Thu Jul 09 15:42:28 +0000 2015,RepShankland,Katrina Shankland,0,9,Wisconsin,records,0,0,0,1
Sun Dec 20 23:51:15 +0000 2020,AnnaForFlorida,Rep. Anna V. Eskamani 🔨,3,0,Florida,records,0,0,0,1
Thu Apr 20 00:34:31 +0000 2017,JimHaadsma,Jim Haadsma,1,0,Michigan,records,0,0,0,1
Sat Mar 14 15:41:15 +0000 2020,Sen_MimiStewart,Mimi Stewart,0,51,New_Mexico,records,0,0,0,1
Mon Jun 15 17:46:52 +0000 2020,leslieherod,Leslie Herod,514,4,Colorado,#coleg,0,0,0,1
Sun Nov 22 21:11:39 +0000 2020,LontineHD1,Susan Lontine,0,1,Colorado,#coleg,0,0,0,1
Thu Jan 14 18:18:53 +0000 2016,LontineHD1,Susan Lontine,1,0,Colorado,#coleg,0,0,0,1
Sat Mar 26 19:39:28 +0000 2016,RepJeniArndt,Jeni Arndt,0,6,Colorado,#coleg,0,0,0,1
Fri Jan 03 17:14:01 +0000 2020,SteveFenberg,Steve Fenberg,19,1,Colorado,#coleg,0,0,0,1
Sat Apr 27 19:43:41 +0000 2019,Bri4CO,Representative Bri Buentello,0,3,Colorado,#coleg,0,0,0,1
Tue Apr 30 18:34:32 +0000 2013,RepSonnenberg,Jerry Sonnenberg,0,0,Colorado,#coleg,0,0,0,1
Fri Nov 07 22:52:33 +0000 2014,Dlesgar,Daneya Esgar,0,4,Colorado,#coleg,0,0,0,1
Fri Jan 25 17:25:14 +0000 2019,Dylan_RobertsCO,Rep. Dylan Roberts,9,5,Colorado,#coleg,0,0,0,1
Mon Feb 12 17:21:26 +0000 2018,SteveFenberg,Steve Fenberg,10,2,Colorado,#coleg,0,0,0,1
Mon Aug 10 20:48:29 +0000 2020,KarinDerry4Iowa,Representative Karin Derry,0,11,Iowa,widespread,0,0,0,1
Tue Dec 01 08:32:42 +0000 2020,EWReschke,E. Werner Reschke 🇺🇸,0,11895,Oregon,widespread,0,0,0,1
Sun Dec 13 15:49:11 +0000 2020,LindseyForPA,Lindsey Williams,0,1337,Pennsylvania,widespread,1,1,1,1
Wed Dec 09 16:01:06 +0000 2020,RenittaShannon,Rep. Renitta Shannon,4,0,Georgia,widespread,0,0,0,1
Fri Dec 04 14:49:59 +0000 2020,WoodrowForCO,Rep. Steven Woodrow,8,1,Colorado,widespread,0,0,0,1
Wed Jun 24 17:01:41 +0000 2020,DavidChiu,David Chiu,42,7,California,widespread,0,0,0,1
Sun Jan 03 14:32:33 +0000 2021,KimpsonForSC,Sen. Marlon Kimpson,0,1482,South_Carolina,widespread,0,0,0,1
Fri May 08 01:31:10 +0000 2020,SenatorAument,Sen. Ryan P. Aument,0,3,Pennsylvania,widespread,0,0,0,1
Wed Mar 11 14:02:37 +0000 2020,mikeyoung44,Mike Young,1,0,Indiana,widespread,0,0,0,1
Sat May 14 05:26:23 +0000 2016,ASL4Justice4all,Antoinette Sedillo L,0,4,New_Mexico,widespread,0,0,0,1
Sat Mar 23 00:53:46 +0000 2019,Danielle_4PA,Danielle Friel Otten,7,3,Pennsylvania,companies,0,0,0,1
Sun Mar 29 16:04:23 +0000 2020,WalterFTimilty,Walter F. Timilty,0,379,Massachusetts,companies,0,0,0,1
Mon Mar 23 19:16:27 +0000 2020,votelandry,Mandie Landry Ⓜ️,29,6,Louisiana,companies,0,0,0,1
Wed Aug 05 13:56:40 +0000 2020,NCHouseSpeaker,Speaker Tim Moore,4,2,North_Carolina,companies,0,0,0,1
Tue Jun 23 14:40:33 +0000 2015,KarenMayneUT5,Karen Mayne,0,0,Utah,companies,0,0,0,1
Fri Oct 25 15:07:18 +0000 2019,AswTimberlake,Britnee Timberlake,0,4,New_Jersey,companies,0,0,0,1
Tue Apr 07 15:02:23 +0000 2020,SenatorBrowne,Sen. Pat Browne,3,3,Pennsylvania,companies,0,0,0,1
Mon Sep 04 03:01:09 +0000 2017,SenDanFeyen,Sen. Dan Feyen,0,6,Wisconsin,companies,0,0,0,1
Thu May 31 14:24:01 +0000 2012,don4georgia,Don Parsons,0,0,Georgia,companies,0,0,0,1
Mon May 28 00:46:20 +0000 2018,KarenKeiser1,Karen Keiser,1,3,Washington,companies,0,0,0,1
Sat Jan 30 16:51:56 +0000 2021,KarinDerry4Iowa,Former State Rep Karin Derry,7,1,Iowa,mask,0,0,0,1
Sat May 23 22:12:52 +0000 2020,JeremyAllenMoss,Sen. Jeremy Moss 🏳️‍🌈,0,4,Michigan,mask,0,0,0,1
Sun Nov 15 23:25:32 +0000 2020,RepHoheisel,Rep. Nick Hoheisel,0,0,Kansas,mask,0,0,0,1
Tue Jul 28 01:19:29 +0000 2020,VoteGloriaJ,Gloria Johnson,0,24,Tennessee,mask,0,0,0,1
Thu Jan 28 21:36:07 +0000 2021,danielforaz,Representative Daniel Hernandez Jr,0,7,Arizona,mask,0,0,0,1
Fri Jul 24 13:00:01 +0000 2020,anitere_flores,Sen. Anitere Flores,6,4,Florida,mask,0,0,0,1
Wed Aug 12 19:00:01 +0000 2020,SeanMRyan149,Assemblyman Sean Ryan,5,1,New_York,mask,0,0,0,1
Fri Jul 03 15:13:49 +0000 2020,drarambulaAD31,Dr. Joaquin Arambula,0,60,California,mask,0,0,0,1
Sun Nov 22 17:35:02 +0000 2020,CatalinaCruzNY,"Catalina Cruz, Esq.",62,1,New_York,mask,0,0,0,1
Thu Jun 11 15:03:40 +0000 2020,Cassandra4NH,Cassandra Levesque,0,0,New_Hampshire,mask,0,0,0,1
Sun Mar 29 22:58:29 +0000 2020,SRachelMay,Rachel May,20,1,New_York,allow,0,0,0,1
Thu Jun 29 19:19:21 +0000 2017,Blake_Filippi,Rep. Blake Filippi,3,0,Rhode_Island,allow,0,0,0,1
Fri Jan 24 16:10:48 +0000 2020,stephaniehowse,Stephanie Howse,4,2,Ohio,allow,0,0,0,1
Fri Nov 22 03:37:35 +0000 2019,repMorrison,Tom Morrison,9,2,Illinois,allow,0,0,0,1
Sun Mar 29 14:57:43 +0000 2020,Jo_Comerford,Jo Comerford,0,7,Massachusetts,allow,0,0,0,1
Fri Jul 13 10:41:26 +0000 2018,JasonOrtitay,Jason Ortitay,0,9,Pennsylvania,allow,0,0,0,1
Thu Feb 01 12:48:42 +0000 2018,ChrisSprowls,Chris Sprowls,0,11,Florida,allow,0,0,0,1
Mon Oct 07 19:13:57 +0000 2019,JoeGruters,Joe Gruters,0,1,Florida,allow,0,0,0,1
Thu Jan 14 18:43:54 +0000 2021,HarryBBronson,Harry B. Bronson,1,0,New_York,allow,0,0,0,1
Sun Aug 05 13:42:37 +0000 2018,hammond4nevada,Scott Hammond,0,11,Nevada,allow,0,0,0,1
Sat Dec 21 18:48:13 +0000 2019,RepDevinCarney,Devin Carney,1,0,Connecticut,probably,0,0,0,1
Mon Oct 08 01:34:07 +0000 2018,DeniseforAR,Denise Garner,16,0,Arkansas,probably,0,0,0,1
Wed Nov 02 01:14:21 +0000 2016,jasoncstephens,Jason Stephens,0,8,Ohio,probably,0,0,0,1
Fri Oct 25 21:03:35 +0000 2019,ScottWilkCA,Scott Wilk,0,3,California,probably,0,0,0,1
Mon Jul 22 16:13:06 +0000 2019,DaveBentz,Rep. David Bentz,4,1,Delaware,probably,0,0,0,1
Sun May 26 13:32:47 +0000 2019,Shawan4Freedom,Jeff Shawan,1,0,Missouri,probably,0,0,0,1
Fri Jul 17 12:38:52 +0000 2020,MRanglinVassell,Rep.Marcia Ranglin,0,0,Rhode_Island,probably,0,0,0,1
Sat Jul 12 23:00:42 +0000 2014,WillisTGriffith,Willis Griffith,2,0,New_Hampshire,probably,0,0,0,1
Mon Jan 25 16:26:02 +0000 2021,Justinhumphrey,Justin Humphrey,0,0,Oklahoma,probably,0,0,0,1
Mon Oct 05 15:54:50 +0000 2020,mkorman,Marc Korman,2,0,Maryland,probably,0,0,0,1
Thu Sep 12 15:18:05 +0000 2019,JamesTedisco,Senator Jim Tedisco,7,3,New_York,administration,0,0,0,1
Thu Jan 03 19:33:50 +0000 2019,JeremyAllenMoss,Sen. Jeremy Moss 🏳️‍🌈,49,8,Michigan,administration,0,0,0,1
Sat Feb 23 01:33:36 +0000 2019,AsmAguiarCurry,Cecilia Aguiar-Curry,7,4,California,administration,0,0,0,1
Tue Sep 01 16:31:56 +0000 2020,Kennedy4CO,Rep. Chris Kennedy,17,7,Colorado,administration,0,0,0,1
Sun Jun 10 15:32:11 +0000 2018,RenittaShannon,Rep. Renitta Shannon,0,1335,Georgia,administration,0,0,0,1
Sat Feb 22 17:55:58 +0000 2020,SarahUnsicker,Sarah Unsicker,0,55,Missouri,administration,0,0,0,1
Thu Jan 24 11:15:33 +0000 2019,GarryRSmith,Garry Smith,0,0,South_Carolina,administration,0,0,0,1
Thu Feb 06 02:24:23 +0000 2020,MarcosCrespo85,Marcos Crespo,0,140,New_York,administration,0,0,0,1
Thu Jan 21 17:15:35 +0000 2021,JamieEldridgeMA,Jamie Eldridge,0,10909,Massachusetts,administration,0,0,0,1
Tue Sep 24 19:19:40 +0000 2019,marcussimon,Marcus Simon,0,1233,Virginia,administration,0,0,0,1
Thu Jun 11 23:19:50 +0000 2020,StaedArt,State Rep Art Staed,11,4,Iowa,us,0,0,0,1
Sat Apr 18 01:58:08 +0000 2020,repdottieb4mo,Dottie Bailey,0,0,Missouri,us,0,0,0,1
Wed Sep 05 02:26:22 +0000 2018,lgwillner,Lisa Willner,0,7,Kentucky,us,0,0,0,1
Sun Aug 05 04:31:14 +0000 2018,RepWhitaker85,David Whitaker,0,1,Arkansas,us,0,0,0,1
Fri Nov 10 00:59:04 +0000 2017,jdunnington,Rep Jason Dunnington,1,0,Oklahoma,us,0,0,0,1
Tue Jul 21 14:45:44 +0000 2020,Biaggi4NY,Alessandra Biaggi,2290,481,New_York,us,0,0,0,1
Sun Oct 11 21:49:15 +0000 2020,JennOMara4PA,Jennifer O'Mara,4,0,Pennsylvania,us,0,0,0,1
Thu Jan 28 23:40:17 +0000 2021,VoteGloriaJ,Gloria Johnson,0,14,Tennessee,us,0,0,0,1
Wed Jul 01 03:56:46 +0000 2020,CandicePierucci,Candice B. Pierucci,5,0,Utah,us,0,0,0,1
Wed Apr 08 19:12:25 +0000 2020,jbeckerfinn,Jamie Becker-Finn,0,2,Minnesota,us,0,0,0,1
Fri Nov 08 15:42:55 +0000 2019,TerryCanales40,Terry Canales,3,0,Texas,spread,0,0,0,1
Thu Mar 19 19:23:12 +0000 2020,RafaelAnchia,Rafael Anchía,0,26,Texas,spread,0,0,0,1
Sun Mar 29 18:08:33 +0000 2020,JohnMarty,Senator John Marty,4,2,Minnesota,spread,0,0,0,1
Thu May 28 02:33:16 +0000 2020,RepCarolMoss,Carol Moss,13,0,Utah,spread,0,0,0,1
Thu Nov 05 21:42:03 +0000 2020,VoteSuz,Suzanne Harrison,0,60,Utah,spread,0,0,0,1
Thu Oct 08 19:06:49 +0000 2020,RepMegFroe,RepMegFroe,0,1627,Colorado,spread,0,0,0,1
Sun Jan 24 22:49:57 +0000 2021,JamieEldridgeMA,Jamie Eldridge,0,5459,Massachusetts,spread,0,0,0,1
Sun Mar 01 00:29:37 +0000 2020,RepMitchell32,Representative Tiffiny Mitchell,0,13,Oregon,spread,0,0,0,1
Wed Oct 07 01:30:12 +0000 2020,sueford06,Susan Ford,0,91,New_Hampshire,spread,0,0,0,1
Fri Apr 03 18:47:01 +0000 2020,SenLisaBoscola,Senator Lisa Boscola,1,1,Pennsylvania,spread,0,0,0,1
Mon Sep 28 15:54:28 +0000 2020,Sen_MimiStewart,Mimi Stewart,0,7363,New_Mexico,1,0,0,0,1
Thu Jan 07 18:41:09 +0000 2016,SenJohnnyRay,Johnny Ray Salling,0,13,Maryland,1,0,0,0,1
Fri Nov 29 22:30:15 +0000 2019,DebraHeffernan,Debra Heffernan,0,156,Delaware,1,0,0,0,1
Sun Oct 30 06:08:28 +0000 2011,johnfrey,John Frey,0,0,Connecticut,1,0,0,0,1
Tue Jul 21 17:06:47 +0000 2020,gaylegoldin,Gayle Goldin,0,15,Rhode_Island,1,0,0,0,1
Mon Apr 29 17:33:14 +0000 2019,Sean_J_OBrien,Senator Sean O'Brien,3,2,Ohio,1,0,0,0,1
Mon Oct 24 16:10:15 +0000 2016,SenatorArgall,Senator David Argall,0,0,Pennsylvania,1,0,0,0,1
Fri Jan 10 18:28:17 +0000 2020,bethbernsteinsc,Rep Beth Bernstein,9,8,South_Carolina,1,0,0,0,1
Fri Jun 12 02:02:49 +0000 2015,RobVescovo,Rob Vescovo,0,3,Missouri,1,0,0,0,1
Wed Dec 12 16:07:04 +0000 2018,AsmRodriguez52,Freddie Rodriguez,2,0,California,1,0,0,0,1
Fri Apr 10 19:05:59 +0000 2020,KateMcGeeAZ,Kate Brophy McGee,0,0,Arizona,may,0,0,0,1
Tue Jan 07 17:05:05 +0000 2014,Sorvillo4House,Jim Sorvillo,0,0,Arkansas,may,0,0,0,1
Thu Jan 14 14:48:42 +0000 2021,WillHaskellCT,Will Haskell,4,0,Connecticut,may,1,1,1,1
Tue Nov 17 20:37:05 +0000 2020,DeniseGarlick,Rep. Denise Garlick,0,3,Massachusetts,may,0,0,0,1
Tue Jan 29 20:33:19 +0000 2019,ChuckMcGrady,Rep. Chuck McGrady,1,0,North_Carolina,may,0,0,0,1
Sun Apr 16 14:00:58 +0000 2017,SenDaveWallace,Sen. Dave Wallace,2,0,Arkansas,may,0,0,0,1
Sat Jul 04 13:50:45 +0000 2020,davideadkins,David Adkins,0,4,New_Mexico,may,0,0,0,1
Thu Sep 24 16:57:50 +0000 2020,AnnaForFlorida,Rep. Anna V. Eskamani 🔨,0,5,Florida,may,0,0,0,1
Sat Feb 15 15:51:43 +0000 2020,LaurenArthurMO,Lauren Arthur,0,0,Missouri,may,0,0,0,1
Sun Jul 27 16:45:31 +0000 2014,JohnJagler,John Jagler,0,1,Wisconsin,may,0,0,0,1
Thu Apr 04 21:47:34 +0000 2019,SenRobCowles,Rob Cowles,2,0,Wisconsin,learn,0,0,0,1
Wed Jul 06 21:30:00 +0000 2016,SenatorElliott,Senator Chris Elliott,0,2,Alabama,learn,0,0,0,1
Wed Jan 16 16:31:49 +0000 2019,LLCoolK_4,Kimberly A. Lightford,2,0,Illinois,learn,0,0,0,1
Sat Dec 16 02:02:53 +0000 2017,Kipke,Nic Kipke,7,2,Maryland,learn,0,0,0,1
Wed Mar 25 20:52:09 +0000 2020,Victoria4Texas,Victoria Neave,0,49,Texas,learn,0,0,0,1
Thu Apr 02 15:45:01 +0000 2020,SenErikaGeiss,State Senator Erika Geiss (SD06),2,2,Michigan,learn,0,0,0,1
Thu Sep 17 14:37:48 +0000 2020,Willcsmithjr,Senator Will Smith (District 20),0,1,Maryland,learn,0,0,0,1
Tue Jan 01 19:04:18 +0000 2019,FrankRyanCPA,Frank Ryan,0,16,Pennsylvania,learn,0,0,0,1
Thu Mar 19 17:14:03 +0000 2020,anne_claflin,Anne Claflin,0,4,Minnesota,learn,0,0,0,1
Tue Nov 19 19:15:44 +0000 2019,AsmCervantes,Sabrina Cervantes,0,2,California,learn,0,0,0,1
Thu May 03 02:00:53 +0000 2012,DrDeanBurke,Dr. Dean Burke,0,0,Georgia,put,0,0,0,1
Wed Sep 30 23:59:50 +0000 2020,erickallen,Rep. Erick Allen,38,8,Georgia,put,0,0,0,1
Mon May 04 23:51:52 +0000 2020,Renee_Unterman,Renee Unterman,0,9,Georgia,put,0,0,0,1
Sun Dec 08 00:30:21 +0000 2019,MaineSocialist,Rep. Mike🌹,1,1,Maine,put,0,0,0,1
Fri Nov 22 20:21:25 +0000 2019,JimPatterson559,Jim Patterson,20,11,California,put,0,0,0,1
Tue Sep 25 19:00:00 +0000 2018,hennessey4nh,Martha S. Hennessey,0,3995,New_Hampshire,put,0,0,0,1
Sun Oct 06 13:52:08 +0000 2019,mangelucc,Michael Angelucci,0,92,West_Virginia,put,0,0,0,1
Fri Sep 25 02:27:16 +0000 2020,DeborahJGlick,(((Deborah Glick))),0,0,New_York,put,0,0,0,1
Thu Jan 11 00:40:38 +0000 2018,JayerWilliamson,Jayer Williamson,9,3,Florida,put,0,0,0,1
Fri Jun 26 14:21:00 +0000 2015,RepFinney,Gail Finney,0,3,Kansas,put,0,0,0,1
Wed Aug 26 23:30:52 +0000 2020,Dalessandro4AZ,Senator Andrea Dalessandro,0,29,Arizona,want,0,0,0,1
Wed May 30 15:24:15 +0000 2018,Juanita_Brent,Juanita Brent,10,3,Ohio,want,0,0,0,1
Thu Aug 24 01:58:57 +0000 2017,RepWeinstein,Rep. Casey Weinstein,0,31831,Ohio,want,0,0,0,1
Fri May 31 02:30:28 +0000 2019,tonyhwang,Tony Hwang,0,10,Connecticut,want,0,0,0,1
Sun Feb 05 04:31:29 +0000 2017,NatashaMarcusNC,Senator Natasha Marcus,0,30115,North_Carolina,want,0,0,0,1
Sat Jul 06 01:19:51 +0000 2019,1980reagan,Rep. David McSweeney,354,305,Illinois,want,0,0,0,1
Wed Jan 16 02:16:03 +0000 2019,KarlBrabenec,Karl Brabenec,0,973,New_York,want,0,0,0,1
Thu Oct 29 02:39:26 +0000 2020,AnnaForFlorida,Rep. Anna V. Eskamani 🔨,111,18,Florida,want,0,0,0,1
Sat Feb 23 13:02:08 +0000 2019,JoeGruters,Joe Gruters,0,1040,Florida,want,0,0,0,1
Thu Mar 12 00:46:30 +0000 2015,Jennifer_Pawlik,Jennifer Pawlik,0,16,Arizona,want,0,0,0,1
Wed Dec 21 18:42:10 +0000 2016,SenFitzgerald,Scott Fitzgerald,0,1,Wisconsin,season,0,0,0,1
Sat Oct 03 12:50:35 +0000 2020,tlamar44,Trey Lamar,0,327,Mississippi,season,0,0,0,1
Sat May 18 02:20:47 +0000 2019,cs_bounds,C. Scott Bounds,20,1,Mississippi,season,0,0,0,1
Thu Sep 01 21:22:28 +0000 2016,ColinBonini,Colin Bonini,2,1,Delaware,season,0,0,0,1
Sat Dec 07 23:56:26 +0000 2013,JoelKrautter,Joel Krautter,0,0,Montana,season,0,0,0,1
Wed Mar 13 05:01:27 +0000 2013,KirkHaston35IU,Kirk Haston,0,0,Tennessee,season,0,0,0,1
Sun Sep 30 13:11:02 +0000 2018,gmccortney,Greg McCortney,8,0,Oklahoma,season,0,0,0,1
Sun Dec 22 01:56:32 +0000 2019,AsmBlancaRubio,Assemblywoman Rubio,15,2,California,season,0,0,0,1
Tue Sep 27 20:17:28 +0000 2016,RNHCKS,Ron Hicks,0,27,Missouri,season,0,0,0,1
Sat Aug 31 18:35:39 +0000 2019,RepStanLambert,Stan Lambert,6,0,Texas,season,0,0,0,1
Thu Nov 26 20:21:25 +0000 2020,LivingstonLD22,David Livingston,0,0,Arizona,religious,0,0,0,1
Fri Aug 14 02:43:51 +0000 2015,mikewilson2018,Mike Wilson,0,25,Kentucky,religious,0,0,0,1
Fri Feb 21 21:24:58 +0000 2020,jasonrapert,Jason Rapert,6,0,Arkansas,religious,0,0,0,1
Wed Mar 14 14:21:05 +0000 2018,jelliottsc,Jason Elliott,23,4,South_Carolina,religious,0,0,0,1
Fri Jan 29 00:27:28 +0000 2021,delsandy,Sandy Rosenberg,0,0,Maryland,religious,0,0,0,1
Wed Aug 01 21:38:51 +0000 2018,BRVermont,Barbara Rachelson,0,16752,Vermont,religious,0,0,0,1
Fri Jun 26 20:52:09 +0000 2015,repkalexander,Kimberly Alexander,0,0,Georgia,religious,0,0,0,1
Fri Aug 28 02:42:36 +0000 2020,Danielle_4PA,Danielle Friel Otten,0,28140,Pennsylvania,religious,0,0,0,1
Sun Mar 26 20:43:59 +0000 2017,StaedArt,State Rep Art Staed,1,0,Iowa,religious,0,0,0,1
Wed Oct 17 18:51:38 +0000 2018,SonyaAndersonMO,Sonya Anderson,0,1245,Missouri,religious,0,0,0,1
Mon Aug 26 21:19:04 +0000 2019,RobinComey,Robin Comey,3,0,Connecticut,require,0,0,0,1
Sat Feb 29 15:22:52 +0000 2020,MaryLynnMagar,MaryLynn Magar,0,5,Florida,require,0,0,0,1
Mon Jun 04 13:18:46 +0000 2018,shannonerickson1,shannonerickson,2,0,South_Carolina,require,0,0,0,1
Fri Apr 03 11:44:28 +0000 2020,ilike_mike,Mike McGuire,12,3,California,require,0,0,0,1
Mon Jan 13 19:30:51 +0000 2020,SenatorAument,Sen. Ryan P. Aument,0,0,Pennsylvania,require,0,0,0,1
Fri Mar 16 15:48:28 +0000 2018,Ingridburnett,Ingrid Burnett,0,15,Missouri,require,0,0,0,1
Tue Jan 14 04:28:16 +0000 2020,Boyd4OH_D9,Janine Boyd,5,2,Ohio,require,0,0,0,1
Thu Jan 16 17:17:25 +0000 2020,SenHannahBeth,Hannah-Beth Jackson,5,0,California,require,0,0,0,1
Tue Apr 28 00:30:35 +0000 2020,ErinForYall,Erin Zwiener,153,21,Texas,require,0,0,0,1
Tue Oct 29 00:01:02 +0000 2019,skbird77,State Representative Shannon Bird,0,93,Colorado,require,0,0,0,1
Thu Jan 18 02:56:49 +0000 2018,RepVernonJones,Vernon Jones,0,22,Georgia,making,0,0,0,1
Wed Aug 30 10:53:44 +0000 2017,tonyhwang,Tony Hwang,0,2,Connecticut,making,0,0,0,1
Sat Jul 20 14:32:43 +0000 2019,LoranneAusley,Loranne Ausley,17,1,Florida,making,0,0,0,1
Sat Jan 05 22:44:01 +0000 2019,PaulRoseTN,Senator Paul Rose,11,1,Tennessee,making,0,0,0,1
Thu Nov 30 01:31:41 +0000 2017,JChipmanMO120th,Jason Chipman,2,0,Missouri,making,0,0,0,1
Tue May 27 15:39:13 +0000 2014,RepDavidLinsky,David P. Linsky,0,5,Massachusetts,making,0,0,0,1
Wed Nov 07 05:46:28 +0000 2018,SeeSammiRun,Sammi Brown,139,23,West_Virginia,making,0,0,0,1
Wed Jul 20 14:10:22 +0000 2016,RepGainey,Ed Gainey,1,0,Pennsylvania,making,0,0,0,1
Sun Jan 08 00:28:02 +0000 2012,wes_kitchens,Wes Kitchens,0,0,Alabama,making,0,0,0,1
Wed Sep 17 02:45:46 +0000 2014,KayLyme,Karen Whitsett,0,1,Michigan,making,0,0,0,1
Thu Jul 16 12:14:02 +0000 2020,ChrisLatvala,Chris Latvala,0,8,Florida,department,0,0,0,1
Mon Jul 13 17:36:46 +0000 2020,EmilyVirginOK,Emily Virgin,0,8,Oklahoma,department,0,0,0,1
Tue Jun 04 22:51:27 +0000 2019,DavidCarlucci,David Carlucci,0,2,New_York,department,1,1,1,1
Fri Jan 08 02:29:05 +0000 2021,RepPatBoyd,Pat Boyd,0,0,Connecticut,department,1,1,1,1
Mon Jun 01 19:35:49 +0000 2020,RepJoeWebster,Rep. Joe Webster,1,0,Pennsylvania,department,0,0,0,1
Tue Feb 02 22:38:21 +0000 2021,DavidHaleyKS,David Haley,0,0,Kansas,department,0,0,0,1
Tue Jan 09 14:51:04 +0000 2018,senatorblood,Senator Carol Blood,0,0,Nebraska,department,0,0,0,1
Tue Aug 14 23:36:40 +0000 2018,ChuckBasye47,Chuck Basye,5,2,Missouri,department,0,0,0,1
Fri Mar 27 04:54:11 +0000 2020,assemblymanmike,Mike Miller,0,181,New_York,department,0,0,0,1
Sat Apr 04 13:27:49 +0000 2020,RepJimDotson,Jim Dotson,0,7,Arkansas,department,0,0,0,1
Mon Nov 16 17:28:13 +0000 2020,karlarosehanson,Karla Rose Hanson,2,0,North_Dakota,report,0,0,0,1
Thu Jan 30 20:06:38 +0000 2014,repwestrom,Rep. Susan Westrom,1,0,Kentucky,report,0,0,0,1
Wed Feb 12 21:03:35 +0000 2014,MarcTLombardo,Marc Lombardo,0,4,Massachusetts,report,0,0,0,1
Tue Nov 24 23:34:15 +0000 2020,PedersenJamie,Jamie Pedersen,0,96,Washington,report,0,0,0,1
Wed Dec 05 17:58:50 +0000 2018,SteveDraz,Steve Drazkowski,1,0,Minnesota,report,0,0,0,1
Tue Dec 03 17:24:58 +0000 2019,MikeWChip,MikeWChip,0,0,Rhode_Island,report,0,0,0,1
Wed Aug 26 18:07:07 +0000 2020,BRVermont,Barbara Rachelson,1,0,Vermont,report,0,0,0,1
Sat Feb 14 19:03:32 +0000 2015,hrehder,Holly Rehder,0,0,Missouri,report,0,0,0,1
Fri Nov 02 05:46:07 +0000 2018,GaelTarleton,Gael Tarleton,0,17,Washington,report,0,0,0,1
Sun Nov 04 13:27:08 +0000 2018,GarryRSmith,Garry Smith,0,0,South_Carolina,report,0,0,0,1
Tue Jan 14 12:29:38 +0000 2014,repwhipps,Susannah Whipps,0,1,Massachusetts,low,0,0,0,1
Wed Jan 06 23:29:50 +0000 2021,EricaCCrawley,Rep. Erica C. Crawley,0,2236,Ohio,low,0,0,0,1
Thu Jan 28 02:09:03 +0000 2021,DrShewmake,Sharon Shewmake,16,2,Washington,low,0,0,0,1
Sat Aug 22 22:24:21 +0000 2020,Mskriebe,Sen. Kathleen Riebe,6,1,Utah,low,0,0,0,1
Sat Jan 11 02:30:50 +0000 2020,JKonfrst,Jennifer Konfrst,0,2,Iowa,low,0,0,0,1
Thu Oct 04 22:52:30 +0000 2018,MattShaheen,Matt Shaheen,10,1,Texas,low,0,0,0,1
Tue Jul 25 14:24:12 +0000 2017,LizBrownUS,Liz Brown,0,39,Indiana,low,0,0,0,1
Wed Aug 28 14:10:07 +0000 2013,arroyowatch,Carmen Arroyo Watch,0,0,New_York,low,0,0,0,1
Tue Jul 07 12:33:07 +0000 2015,_ShannonFrancis,Shannon Francis,0,1,Kansas,low,0,0,0,1
Fri Mar 20 00:36:34 +0000 2020,carterforva,Lee J. Carter,0,60,Virginia,low,0,0,0,1
Thu Oct 24 15:06:50 +0000 2019,RepFueLee,Fue Lee,0,2,Minnesota,experts,0,0,0,1
Wed Apr 29 12:38:44 +0000 2020,RepTKlarides,Themis Klarides,2,2,Connecticut,experts,0,0,0,1
Sat Apr 18 01:39:52 +0000 2020,senatorjen,Jen Jordan,0,6,Georgia,experts,0,0,0,1
